6147|feminine,calm,slightly low-pitched,slightly loud,sincere,powerful,slightly deep,adult-like,strong,slightly cool,strict,slightly intense,fluent,clear
6167|slightly fluent,feminine,slightly bright,slightly clear,slightly young,slightly cute,high-pitched,lively
6232|calm,slightly old,slightly strong,intellectual,slightly wild,masculine,slightly mature
6248|low-pitched,calm,slightly lively,adult-like,slightly relaxed,masculine
6324|feminine,slightly intellectual,slightly dark,slightly adult-like,slightly weak,modest
6333|calm,slightly modest,adult-like,slightly halting,slightly strong,cool,masculine,slightly muffled
6345|feminine,slightly sexy,slightly sweet,light,elegant,slightly cool,slightly kind,fluent,soft,slightly powerful
6346|slightly loud,adult-like,slightly strong,intellectual,masculine
6367|bright,refreshing,friendly,slightly powerful,slightly unique,light,slightly high-pitched,adult-like,strong,slightly kind,slightly soft,fluent,masculine,clear,slightly weak,lively
6373|slightly fluent,friendly,slightly middle-aged,elegant,slightly strong,intellectual,slightly high-pitched,slightly soft
6378|feminine,sincere,middle-aged,slightly high-pitched,loud,intellectual,fluent
6459|slightly fluent,slightly loud,slightly deep,adult-like,slightly intellectual,slightly high-pitched,masculine,slightly strict
6509|feminine,slightly bright,slightly elegant,slightly clear,slightly young,slightly cute,slightly strong,slightly sincere,slightly intellectual
6513|slightly fluent,feminine,slightly middle-aged,slightly cool,slightly sincere,slightly high-pitched,slightly raspy
6529|low-pitched,wild,middle-aged,mature,cool,deep,masculine
6540|low-pitched,calm,strong,slightly wild,cool,slightly soft,masculine,kind
6563|bright,friendly,slightly middle-aged,slightly strong,fluent,masculine,lively
6724|feminine,slightly sexy,calm,kind,slightly lively,adult-like,intellectual,soft,clear,modest,sweet
6782|very sexy,feminine,very adult-like,calm,strong
6792|low-pitched,calm,sincere,slightly dark,very masculine,elegant,adult-like,strong,cool,intellectual,slightly mature
6804|low-pitched,very sincere,middle-aged,very masculine,very cool,elegant,slightly raspy,intellectual,slightly muffled
6807|feminine,slightly refreshing,calm,slightly low-pitched,slightly sweet,slightly strong,unique,slightly intense,young,slightly gender-neutral,slightly raspy
6836|calm,slightly middle-aged,adult-like,strong,mature,slightly wild,cool,slightly kind,deep,masculine
6846|reassuring,calm,modest,adult-like,slightly soft,masculine,slightly weak,kind
6849|low-pitched,wild,slightly intense,adult-like,strong,mature,cool,deep,fluent,masculine,powerful
6906|feminine,strict,slightly loud,slightly cute,slightly strong,intellectual,slightly adult-like,fluent
6924|feminine,calm,bright,refreshing,slightly intellectual,young
6930|low-pitched,friendly,sincere,very masculine,adult-like,deep,kind
6937|feminine,middle-aged,slightly unique,slightly raspy,slightly high-pitched,slightly mature
6945|low-pitched,reassuring,slightly sexy,calm,sincere,middle-aged,slightly powerful,slightly dark,elegant,strong,slightly clear,loud,intellectual,strict,deep,fluent,masculine,clear
6951|low-pitched,feminine,slightly calm,calm,slightly powerful,slightly strong,cool,slightly kind,clear,slightly gender-neutral,slightly muffled
6965|refreshing,adult-like,strong,cool,masculine,slightly weak
7021|soft,fluent,very friendly,very lively,weak,light,adult-like,very bright,unique,slightly kind,high-pitched,masculine
7051|low-pitched,wild,slightly sweet,middle-aged,strong,intellectual,cool,very deep,fluent,masculine,slightly soft
7055|slightly loud,refreshing,slightly mature,middle-aged,strong,slightly wild,cool,masculine,slightly powerful,slightly raspy
7085|feminine,bright,sincere,middle-aged,strong,slightly reassuring,strict,slightly intense,fluent,clear,powerful
7107|calm,weak,slightly modest,adult-like,slightly halting,slightly strong,cool,masculine
7113|very sexy,feminine,calm,sincere,adult-like,soft
7120|feminine,slightly intellectual,slightly loud,middle-aged,slightly strong,strict,slightly high-pitched
7134|slightly sexy,masculine,calm,weak,slightly light,elegant,adult-like,slightly clear,slightly relaxed,slightly cool,soft,sweet
7138|feminine,slightly sexy,calm,slightly sweet,modest,slightly relaxed,intellectual,soft,young,slightly weak,kind
7155|slightly loud,slightly unique,adult-like,fluent,masculine,slightly powerful
7169|low-pitched,calm,refreshing,powerful,adult-like,slightly wild,cool,intellectual,fluent,masculine,clear,slightly mature,lively
7228|low-pitched,slightly fluent,reassuring,calm,sincere,middle-aged,slightly dark,strong,slightly elegant,loud,slightly raspy,mature,deep,masculine,powerful,slightly muffled,slightly strict
7255|feminine,calm,light,adult-like,relaxed
7263|feminine,calm,weak,kind,light,unique,halting,soft,relaxed,young,modest,sweet
7264|calm,slightly low-pitched,middle-aged,strong,intellectual,deep,slightly soft,masculine,slightly mature
7265|low-pitched,feminine,powerful,light,adult-like,strong,slightly gender-neutral,unique,clear,slightly muffled,lively
7313|calm,bright,adult-like,strong,slightly wild,cool,intellectual,deep,fluent,masculine,clear
7333|bright,gender-neutral,strong,cute,high-pitched,clear,lively
7342|feminine,slightly sexy,calm,slightly middle-aged,slightly modest,slightly elegant,slightly clear,sweet,slightly strong,soft,kind
7354|slightly halting,slightly young,slightly masculine,slightly intellectual,slightly weak,modest
7376|feminine,calm,bright,sincere,weak,slightly powerful,slightly high-pitched,adult-like,slightly elegant,slightly strong,intellectual,strict,slightly cool,fluent,slightly soft,slightly reassuring,clear
7402|slightly muffled,calm,modest,slightly relaxed,masculine,young,slightly weak,kind
7424|slightly low-pitched,slightly mature,slightly middle-aged,slightly unique,slightly deep,masculine,slightly raspy
7445|feminine,slightly refreshing,slightly calm,slightly bright,kind,slightly light,adult-like,slightly relaxed,cool,soft,sweet
7498|feminine,reassuring,slightly sexy,slightly bright,friendly,slightly light,elegant,slightly strong,fluent,soft,young,kind
7538|refreshing,sincere,elegant,intellectual,fluent,masculine,clear,slightly weak,lively
7608|masculine,slightly middle-aged,slightly friendly,unique,slightly soft,slightly raspy,kind
7635|low-pitched,feminine,strong,unique,cool,slightly gender-neutral
7647|intense,wild,middle-aged,slightly unique,raspy,strong,masculine,slightly mature
7679|feminine,reassuring,calm,slightly sweet,friendly,slightly dark,modest,cute,slightly strong,slightly high-pitched,slightly soft,young,clear,slightly weak,kind
7704|slightly sexy,slightly middle-aged,very masculine,elegant,mature,slightly strong,very deep,soft,very low-pitched,kind
7737|feminine,slightly refreshing,slightly bright,slightly loud,slightly young,cute,friendly,lively
7783|feminine,calm,slightly low-pitched,sincere,middle-aged,slightly modest,slightly weak
7809|masculine,calm,weak,adult-like,cool,soft,slightly raspy,modest
7823|slightly calm,calm,slightly low-pitched,slightly sweet,slightly middle-aged,slightly strong,deep,slightly soft,masculine,slightly muffled
7839|feminine,adult-like,slightly cute,slightly relaxed,slightly high-pitched,slightly soft,slightly weak,modest
7879|low-pitched,feminine,calm,kind,adult-like,slightly reassuring,soft,modest
7932|feminine,calm,slightly sweet,weak,elegant,adult-like,fluent,soft,slightly muffled
7959|feminine,slightly weak,slightly sexy,slightly lively,slightly elegant,slightly strong,slightly soft,young,slightly raspy,kind
7967|slightly fluent,feminine,middle-aged,slightly high-pitched,friendly
7981|slightly dark,elegant,adult-like,strong,mature,intellectual,deep,fluent,masculine,slightly strict
7988|slightly friendly,slightly old,slightly unique,slightly raspy,slightly relaxed,slightly sincere,masculine,slightly muffled
8014|feminine,calm,adult-like,cute,slightly high-pitched,soft,slightly raspy,kind
8015|feminine,slightly muffled,reassuring,calm,elegant,slightly strong,intellectual,slightly cool,soft,young,slightly weak
8028|low-pitched,calm,slightly sweet,adult-like,strong,cool,deep,fluent,masculine,slightly mature,kind
8112|very sexy,feminine,calm,weak,slightly unique,elegant,adult-like,slightly halting,slightly strong,intellectual,soft,slightly muffled,sweet
8119|low-pitched,calm,middle-aged,mature,slightly wild,deep,masculine,slightly powerful,slightly muffled
8131|low-pitched,reassuring,very dark,calm,sincere,middle-aged,weak,mature,slightly soft,masculine,relaxed,sexy,slightly raspy,kind
8156|slightly fluent,feminine,slightly bright,slightly middle-aged,slightly friendly,slightly unique,slightly clear
8193|feminine,slightly calm,middle-aged,slightly strong,slightly high-pitched,friendly
8199|feminine,slightly low-pitched,slightly loud,slightly mature,middle-aged,slightly sharp,slightly raspy,slightly strict
8226|low-pitched,masculine,slightly low-pitched,calm,sincere,slightly middle-aged,slightly friendly,slightly deep,soft,clear
8273|wild,slightly refreshing,bright,adult-like,strong,mature,cool,masculine,very low-pitched,clear
8288|very sincere,calm,slightly low-pitched,slightly bright,middle-aged,slightly modest,loud,slightly strong,very reassuring,deep,fluent,masculine,clear,slightly mature,kind
8302|feminine,raspy,elegant,adult-like,slightly strong,cool,kind,sexy
8312|feminine,slightly muffled,slightly sexy,calm,slightly low-pitched,friendly,kind,adult-like,soft,slightly weak,sweet
8329|feminine,slightly sexy,calm,refreshing,slightly light,adult-like,sweet,slightly strong,slightly soft,kind
8356|calm,slightly old,slightly relaxed,slightly high-pitched,masculine,slightly weak,kind
8401|low-pitched,calm,adult-like,mature,slightly wild,cool,deep,fluent,masculine
8404|feminine,slightly low-pitched,friendly,slightly middle-aged,slightly soft,slightly raspy
8421|calm,friendly,middle-aged,kind,intellectual,very feminine,fluent,slightly soft,lively
8422|very adult-like,very masculine,slightly wild,cool,slightly kind,soft,very low-pitched,very calm
8430|feminine,slightly loud,cute,slightly strong,sharp,high-pitched,young
8447|fluent,slightly refreshing,bright,strong,slightly cute,slightly gender-neutral,slightly cool,high-pitched,friendly,young,clear
8474|low-pitched,masculine,slightly elegant,slightly strong,cool,slightly adult-like,slightly kind,slightly soft
8527|low-pitched,calm,middle-aged,deep,masculine,slightly strict
8534|slightly fluent,slightly low-pitched,friendly,middle-aged,slightly lively,slightly strong,unique,masculine
8555|feminine,slightly sexy,slightly calm,slightly dark,adult-like,slightly soft
8675|low-pitched,reassuring,wild,sincere,middle-aged,very mature,dark,strong,loud,deep,masculine,slightly strict
8684|low-pitched,feminine,slightly calm,sincere,slightly unique,slightly dark,adult-like,strong,slightly cool,strict,deep,fluent,powerful
8699|low-pitched,feminine,slightly sweet,refreshing,adult-like,strong,unique,cool,fluent,slightly soft
8753|slightly muffled,slightly old,elegant,slightly relaxed,mature,cool,unique,masculine,slightly powerful,slightly raspy
8758|low-pitched,adult-like,strong,slightly wild,intellectual,masculine,clear,slightly mature
8770|slightly refreshing,calm,slightly modest,adult-like,slightly strong,cool,masculine,slightly powerful,slightly raspy
8791|low-pitched,calm,sincere,very masculine,adult-like,slightly cool,intellectual,slightly soft
8824|masculine,slightly low-pitched,calm,sincere,friendly,middle-aged,cool,slightly soft
8879|slightly calm,slightly low-pitched,adult-like,slightly strong,masculine
8897|calm,elegant,adult-like,slightly cute,very feminine,slightly high-pitched,relaxed,slightly weak
9000|slightly fluent,reassuring,slightly calm,calm,refreshing,sincere,adult-like,strong,cool,slightly kind,slightly soft,masculine,clear
9022|feminine,slightly calm,slightly low-pitched,sincere,slightly dark,adult-like,slightly elegant,intellectual,slightly soft
